,ImageID,Artwork Name,Artist,Year,Style
83,IMPRESSIONISM_84.jpg,"Honfleur, Sunrise at Harbour Entry",Johan Jongkind,1863,IMPRESSIONISM
84,IMPRESSIONISM_85.jpg,Peasants beating hay,Silvestro Lega,1863,IMPRESSIONISM
85,IMPRESSIONISM_86.jpg,Boatyard near Honfleur,Claude Monet,1864,IMPRESSIONISM
86,IMPRESSIONISM_87.jpg,Farm near Honfleur,Claude Monet,1864,IMPRESSIONISM
87,IMPRESSIONISM_88.jpg,"Hauling a Boat Ashore, Honfleur",Claude Monet,1864,IMPRESSIONISM
88,IMPRESSIONISM_89.jpg,Lighthouse at the Hospice,Claude Monet,1864,IMPRESSIONISM
89,IMPRESSIONISM_90.jpg,Road in a Forest Fontainebleau,Claude Monet,1864,IMPRESSIONISM
90,IMPRESSIONISM_91.jpg,Road to the Saint-Simeon Farm,Claude Monet,1864,IMPRESSIONISM
91,IMPRESSIONISM_92.jpg,"Seacoast at Saint-Adresse, Sunset",Claude Monet,1864,IMPRESSIONISM
92,IMPRESSIONISM_93.jpg,Spring Flowers,Claude Monet,1864,IMPRESSIONISM
93,IMPRESSIONISM_94.jpg,Street of the Bavolle Honfleur,Claude Monet,1864,IMPRESSIONISM
94,IMPRESSIONISM_95.jpg,The Coast at Sainte-Adresse,Claude Monet,1864,IMPRESSIONISM
95,IMPRESSIONISM_96.jpg,The Pointe of Heve,Claude Monet,1864,IMPRESSIONISM
96,IMPRESSIONISM_97.jpg,The Road to the Farm of Saint-Simeon,Claude Monet,1864,IMPRESSIONISM
97,IMPRESSIONISM_98.jpg,The La Rue Bavolle at Honfleur,Claude Monet,1864,IMPRESSIONISM
98,IMPRESSIONISM_99.jpg,The La Rue Bavolle at Honfleur 2,Claude Monet,1864,IMPRESSIONISM
99,IMPRESSIONISM_100.jpg,The Lieutenancy at Honfleur,Claude Monet,1864,IMPRESSIONISM
100,IMPRESSIONISM_101.jpg,Woodbearers in Fontainebleau Forest,Claude Monet,1864,IMPRESSIONISM
101,IMPRESSIONISM_102.jpg,Man's Head,Edgar Degas,1864,IMPRESSIONISM
102,IMPRESSIONISM_103.jpg,Arum and Conservatory Plants,Pierre-Auguste Renoir,1864,IMPRESSIONISM
103,IMPRESSIONISM_104.jpg,Romaine Lascaux,Pierre-Auguste Renoir,1864,IMPRESSIONISM
104,IMPRESSIONISM_105.jpg,Spring Flowers,Pierre-Auguste Renoir,1864,IMPRESSIONISM
105,IMPRESSIONISM_106.jpg,Beach at Trouville,Eugene Boudin,1864,IMPRESSIONISM
106,IMPRESSIONISM_107.jpg,"Beach Scene, Trouville",Eugene Boudin,1864,IMPRESSIONISM
107,IMPRESSIONISM_108.jpg,"Trouville, the Port",Eugene Boudin,1864,IMPRESSIONISM
108,IMPRESSIONISM_109.jpg,"Study, The Water's Edge",Berthe Morisot,1864,IMPRESSIONISM
109,IMPRESSIONISM_110.jpg,Young Lady Seated on a Bench,Berthe Morisot,1864,IMPRESSIONISM
110,IMPRESSIONISM_111.jpg,The Dog Rita Asleep,Frederic Bazille,1864,IMPRESSIONISM
111,IMPRESSIONISM_112.jpg,The Pink Dress,Frederic Bazille,1864,IMPRESSIONISM
112,IMPRESSIONISM_113.jpg,Man with a Broken Nose,Auguste Rodin,1864,IMPRESSIONISM
113,IMPRESSIONISM_114.jpg,"View of Notre-Dame, Paris",Johan Jongkind,1864,IMPRESSIONISM
114,IMPRESSIONISM_115.jpg,Street in the sun,Giuseppe Abbati,1863-1864,IMPRESSIONISM
115,IMPRESSIONISM_116.jpg,Gallery with armor bearer,Giuseppe Abbati,1864,IMPRESSIONISM
116,IMPRESSIONISM_117.jpg,Young peasant woman at the well,Silvestro Lega,1863-1864,IMPRESSIONISM
117,IMPRESSIONISM_118.jpg,Coffee under the pergola,Silvestro Lega,1864,IMPRESSIONISM
118,IMPRESSIONISM_119.jpg,The pergola,Silvestro Lega,1864,IMPRESSIONISM
119,IMPRESSIONISM_120.jpg,Reading,Silvestro Lega,1864,IMPRESSIONISM
120,IMPRESSIONISM_121.jpg,Women at the Races,Edouard Manet,1865,IMPRESSIONISM
121,IMPRESSIONISM_122.jpg,Mother with Child,Honore Daumier,1865,IMPRESSIONISM
122,IMPRESSIONISM_123.jpg,Cart on the Snow Covered Road with Saint-Simeon Farm,Claude Monet,1865,IMPRESSIONISM
123,IMPRESSIONISM_124.jpg,Farmyard at Chailly,Claude Monet,1865,IMPRESSIONISM
124,IMPRESSIONISM_125.jpg,Fontainebleau Forest,Claude Monet,1865,IMPRESSIONISM
125,IMPRESSIONISM_126.jpg,Haystack,Claude Monet,1865,IMPRESSIONISM
126,IMPRESSIONISM_127.jpg,Haystacks at Chailly,Claude Monet,1865,IMPRESSIONISM
127,IMPRESSIONISM_128.jpg,Luncheon on the Grass,Claude Monet,1865,IMPRESSIONISM
128,IMPRESSIONISM_129.jpg,Lunch on the Grass (central panel),Claude Monet,1865,IMPRESSIONISM
129,IMPRESSIONISM_130.jpg,Lunch on the Grass (study),Claude Monet,1865,IMPRESSIONISM
130,IMPRESSIONISM_131.jpg,Lunch on the Grass,Claude Monet,1865,IMPRESSIONISM
131,IMPRESSIONISM_132.jpg,"Saint-Adresse, Beached Sailboat",Claude Monet,1865,IMPRESSIONISM
132,IMPRESSIONISM_133.jpg,The Bodmer Oak,Claude Monet,1865,IMPRESSIONISM
133,IMPRESSIONISM_134.jpg,"The Bodmer Oak, Fontainebleau",Claude Monet,1865,IMPRESSIONISM
134,IMPRESSIONISM_135.jpg,The Headland of the Heve at Low Tide,Claude Monet,1865,IMPRESSIONISM
135,IMPRESSIONISM_136.jpg,The Pave de Chailly,Claude Monet,1865,IMPRESSIONISM
136,IMPRESSIONISM_137.jpg,The Pave de Chailly in the Fontainbleau Forest,Claude Monet,1865,IMPRESSIONISM
137,IMPRESSIONISM_138.jpg,The Pave de Chailly in the Forest,Claude Monet,1865,IMPRESSIONISM
138,IMPRESSIONISM_139.jpg,The Seine Estuary at Honfluer,Claude Monet,1865,IMPRESSIONISM
139,IMPRESSIONISM_140.jpg,Victor Jacquemont Holding a Parasol,Claude Monet,1865,IMPRESSIONISM
140,IMPRESSIONISM_141.jpg,Wooded Path,Claude Monet,1865,IMPRESSIONISM
141,IMPRESSIONISM_142.jpg,A Woman Seated beside a Vase of Flowers,Edgar Degas,1865,IMPRESSIONISM
142,IMPRESSIONISM_143.jpg,Dead fox lying in the Undergrowth,Edgar Degas,1865,IMPRESSIONISM
143,IMPRESSIONISM_144.jpg,Edmond and Thérèse Morbilli,Edgar Degas,1865,IMPRESSIONISM
144,IMPRESSIONISM_145.jpg,Estelle Musson Balfour,Edgar Degas,1865,IMPRESSIONISM
145,IMPRESSIONISM_146.jpg,Portrait of a Lady in Grey,Edgar Degas,1865,IMPRESSIONISM
146,IMPRESSIONISM_147.jpg,Portrait of a Young Woman,Edgar Degas,1864-1865,IMPRESSIONISM
147,IMPRESSIONISM_148.jpg,Self Portrait with Evariste de Valernes,Edgar Degas,1865,IMPRESSIONISM
148,IMPRESSIONISM_149.jpg,Study for the Medieval War Scene,Edgar Degas,1865,IMPRESSIONISM
149,IMPRESSIONISM_150.jpg,Study for the Medieval War Scene,Edgar Degas,1865,IMPRESSIONISM
150,IMPRESSIONISM_151.jpg,The Start of the Hunt,Edgar Degas,1863-1865,IMPRESSIONISM
151,IMPRESSIONISM_152.jpg,Colonel Barton Howard Jenks,Pierre-Auguste Renoir,1865,IMPRESSIONISM
152,IMPRESSIONISM_153.jpg,Portrait of Mademoiselle Sicotg,Pierre-Auguste Renoir,1865,IMPRESSIONISM
153,IMPRESSIONISM_154.jpg,Figures on the beach at Trouville,Eugene Boudin,1865,IMPRESSIONISM
154,IMPRESSIONISM_155.jpg,Princess Pauline Metternich on the Beach,Eugene Boudin,1865,IMPRESSIONISM
155,IMPRESSIONISM_156.jpg,The Beach at Trouville,Eugene Boudin,1865,IMPRESSIONISM
156,IMPRESSIONISM_157.jpg,The Entrance,Eugene Boudin,1865,IMPRESSIONISM
157,IMPRESSIONISM_158.jpg,The Entrance to the Port of Honfleur,Eugene Boudin,1865,IMPRESSIONISM
158,IMPRESSIONISM_159.jpg,The Vauban Basin at Havre,Eugene Boudin,1865,IMPRESSIONISM
159,IMPRESSIONISM_160.jpg,The Princess from the Land of Porcelain,James McNeill Whistler,1863-1865,IMPRESSIONISM
160,IMPRESSIONISM_161.jpg,Whistler in his studio,James McNeill Whistler,1865,IMPRESSIONISM
161,IMPRESSIONISM_162.jpg,Thatched Cottage in Normandy,Berthe Morisot,1865,IMPRESSIONISM
162,IMPRESSIONISM_163.jpg,Beach at Sainte-Adresse,Frederic Bazille,1865,IMPRESSIONISM
163,IMPRESSIONISM_164.jpg,Forest of Fontainebleau,Frederic Bazille,1865,IMPRESSIONISM
164,IMPRESSIONISM_165.jpg,Landscape at Chailly,Frederic Bazille,1865,IMPRESSIONISM
165,IMPRESSIONISM_166.jpg,Studio in the rue de Furstenberg,Frederic Bazille,1865,IMPRESSIONISM
166,IMPRESSIONISM_167.jpg,The Improvised Field-Hospital,Frederic Bazille,1865,IMPRESSIONISM
167,IMPRESSIONISM_168.jpg,Village Street,Frederic Bazille,1865,IMPRESSIONISM
168,IMPRESSIONISM_169.jpg,"Washerwomen of La Varenne, France",Martín Rico y Ortega,1865,IMPRESSIONISM
169,IMPRESSIONISM_170.jpg,Towpath near Overschie,Johan Jongkind,1865,IMPRESSIONISM
170,IMPRESSIONISM_171.jpg,Honfleur,Johan Jongkind,1865,IMPRESSIONISM
171,IMPRESSIONISM_172.jpg,Winter Scene in Holland,Johan Jongkind,1865,IMPRESSIONISM
172,IMPRESSIONISM_173.jpg,"Le Boulevard Jourdan, Paris",Johan Jongkind,1865,IMPRESSIONISM
173,IMPRESSIONISM_174.jpg,The Tower of the Palazzo Del Podestà,Giuseppe Abbati,1865,IMPRESSIONISM
174,IMPRESSIONISM_175.jpg,Adolphe Monet Reading in the Garden,Claude Monet,1866,IMPRESSIONISM
175,IMPRESSIONISM_176.jpg,Boats in the Port of Honfleur,Claude Monet,1866,IMPRESSIONISM
176,IMPRESSIONISM_177.jpg,Garden in Bloom at Sainte-Addresse,Claude Monet,1866,IMPRESSIONISM
177,IMPRESSIONISM_178.jpg,Jar Of Peaches,Claude Monet,1866,IMPRESSIONISM
178,IMPRESSIONISM_179.jpg,Jeanne-Marguerite Lecadre in the Garden,Claude Monet,1866,IMPRESSIONISM
179,IMPRESSIONISM_180.jpg,Open Sea,Claude Monet,1866,IMPRESSIONISM
180,IMPRESSIONISM_181.jpg,Boats in the Port of Honfleur,Claude Monet,1866,IMPRESSIONISM
181,IMPRESSIONISM_182.jpg,Sailboats,Claude Monet,1864-1866,IMPRESSIONISM
182,IMPRESSIONISM_183.jpg,Sailing Boats at Honfleur,Claude Monet,1866,IMPRESSIONISM
183,IMPRESSIONISM_184.jpg,Seascape,Claude Monet,1866,IMPRESSIONISM
184,IMPRESSIONISM_185.jpg,"Seascape, Night Effect",Claude Monet,1866,IMPRESSIONISM
185,IMPRESSIONISM_186.jpg,The Beach at Honfleur,Claude Monet,1864-1866,IMPRESSIONISM
186,IMPRESSIONISM_187.jpg,The Green Wave,Claude Monet,1866,IMPRESSIONISM
187,IMPRESSIONISM_188.jpg,The Grotto of Port-Domois,Claude Monet,1866,IMPRESSIONISM
188,IMPRESSIONISM_189.jpg,Women in the garden,Claude Monet,1866,IMPRESSIONISM
189,IMPRESSIONISM_190.jpg,Edmondo and Therese Morbilli,Edgar Degas,1865-1866,IMPRESSIONISM
190,IMPRESSIONISM_191.jpg,Exit from Weighing,Edgar Degas,1866,IMPRESSIONISM
191,IMPRESSIONISM_192.jpg,Giovanna and Giulia Bellelli,Edgar Degas,1865-1866,IMPRESSIONISM
192,IMPRESSIONISM_193.jpg,Girl in Red,Edgar Degas,1866,IMPRESSIONISM
193,IMPRESSIONISM_194.jpg,Portrait of a Man,Edgar Degas,1866,IMPRESSIONISM
194,IMPRESSIONISM_195.jpg,Scene from the Steeplechase - the Fallen Jockey,Edgar Degas,1866,IMPRESSIONISM
195,IMPRESSIONISM_196.jpg,Self Portrait Saluting,Edgar Degas,1865-1866,IMPRESSIONISM
196,IMPRESSIONISM_197.jpg,Victoria Duborg,Edgar Degas,1866,IMPRESSIONISM
197,IMPRESSIONISM_198.jpg,Flowers in a Vase,Pierre-Auguste Renoir,1866,IMPRESSIONISM
198,IMPRESSIONISM_199.jpg,In St Cloud Park,Pierre-Auguste Renoir,1866,IMPRESSIONISM
199,IMPRESSIONISM_200.jpg,Spring Bouquet,Pierre-Auguste Renoir,1866,IMPRESSIONISM
200,IMPRESSIONISM_201.jpg,Street of Marlotte (also known as Women Going to the Woods),Alfred Sisley,1866,IMPRESSIONISM
201,IMPRESSIONISM_202.jpg,Beach Scene at Trouville,Eugene Boudin,1866,IMPRESSIONISM
202,IMPRESSIONISM_203.jpg,By the Bathing Machines,Eugene Boudin,1866,IMPRESSIONISM
203,IMPRESSIONISM_204.jpg,"Evening, Le Havre",Eugene Boudin,1866,IMPRESSIONISM
204,IMPRESSIONISM_205.jpg,Laundresses on the Banks of the Port of Trouville,Eugene Boudin,1866,IMPRESSIONISM
205,IMPRESSIONISM_206.jpg,On the Beach,Eugene Boudin,1866,IMPRESSIONISM
206,IMPRESSIONISM_207.jpg,The Manet Family picnicking,Eugene Boudin,1866,IMPRESSIONISM
207,IMPRESSIONISM_208.jpg,Trouville,Eugene Boudin,1866,IMPRESSIONISM
208,IMPRESSIONISM_209.jpg,Rosalie Reisener,Berthe Morisot,1866,IMPRESSIONISM
209,IMPRESSIONISM_210.jpg,The Seine below the Pont d'Lena,Berthe Morisot,1866,IMPRESSIONISM
210,IMPRESSIONISM_211.jpg,Portrait of Édouard Blau,Frederic Bazille,1866,IMPRESSIONISM
211,IMPRESSIONISM_212.jpg,Self-Portrait,Frederic Bazille,1865-1866,IMPRESSIONISM
212,IMPRESSIONISM_213.jpg,Still Life with Fish,Frederic Bazille,1866,IMPRESSIONISM
213,IMPRESSIONISM_214.jpg,Study of Flowers,Frederic Bazille,1866,IMPRESSIONISM
214,IMPRESSIONISM_215.jpg,Lady sitting outdoors,Giovanni Fattori,1866,IMPRESSIONISM
215,IMPRESSIONISM_216.jpg,The rotunda of the Palmieri baths,Giovanni Fattori,1866,IMPRESSIONISM
216,IMPRESSIONISM_217.jpg,The Guitar Player,Edouard Manet,1866,IMPRESSIONISM
217,IMPRESSIONISM_218.jpg,Le Déjeuner sur l'herbe,Claude Monet,1865-1866,IMPRESSIONISM
218,IMPRESSIONISM_219.jpg,"Entrée de port, Honfleur",Johan Jongkind,1866,IMPRESSIONISM
219,IMPRESSIONISM_220.jpg,Wind Mill at Antwerp,Johan Jongkind,1866,IMPRESSIONISM
220,IMPRESSIONISM_221.jpg,Races at Longchamp,Edouard Manet,1867,IMPRESSIONISM
221,IMPRESSIONISM_222.jpg,"Study for ""The Execution of Emperor Maximilian""",Edouard Manet,1867,IMPRESSIONISM
222,IMPRESSIONISM_223.jpg,"Don Quixote, Sancho Pansa and the Dead Mule",Honore Daumier,1867,IMPRESSIONISM
223,IMPRESSIONISM_224.jpg,Still Life,Camille Pissarro,1867,IMPRESSIONISM
224,IMPRESSIONISM_225.jpg,Garden at Sainte-Adresse,Claude Monet,1867,IMPRESSIONISM
225,IMPRESSIONISM_226.jpg,Jean Monet in the Craddle,Claude Monet,1867,IMPRESSIONISM
226,IMPRESSIONISM_227.jpg,Regatta at Sainte-Adresse,Claude Monet,1867,IMPRESSIONISM
227,IMPRESSIONISM_228.jpg,Saint Germain l'Auxerrois,Claude Monet,1867,IMPRESSIONISM
228,IMPRESSIONISM_229.jpg,"Sainte-Adresse, Fishing Boats on the Shore",Claude Monet,1867,IMPRESSIONISM
229,IMPRESSIONISM_230.jpg,Still Life with Pears and Grapes,Claude Monet,1867,IMPRESSIONISM
230,IMPRESSIONISM_231.jpg,Stormy Seascape,Claude Monet,1867,IMPRESSIONISM
231,IMPRESSIONISM_232.jpg,Street in Saint-Adresse,Claude Monet,1867,IMPRESSIONISM
232,IMPRESSIONISM_233.jpg,Taking a Walk on the Cliffs of Sainte-Adresse,Claude Monet,1867,IMPRESSIONISM
233,IMPRESSIONISM_234.jpg,The Beach at Sainte-Adresse,Claude Monet,1867,IMPRESSIONISM
234,IMPRESSIONISM_235.jpg,The Cabin at Saint-Adresse,Claude Monet,1867,IMPRESSIONISM
235,IMPRESSIONISM_236.jpg,The Road in front of Saint-Simeon Farm in Winter,Claude Monet,1867,IMPRESSIONISM
236,IMPRESSIONISM_237.jpg,The Road to the Farm of Saint-Simeon,Claude Monet,1867,IMPRESSIONISM
237,IMPRESSIONISM_238.jpg,The Road to the Farm of Saint-Simeon in Winter,Claude Monet,1867,IMPRESSIONISM
238,IMPRESSIONISM_239.jpg,"Wharf of Louvre, Paris",Claude Monet,1867,IMPRESSIONISM
239,IMPRESSIONISM_240.jpg,Head of a Young Woman,Edgar Degas,1867,IMPRESSIONISM
240,IMPRESSIONISM_241.jpg,Portrait of Josephine Gaujelin,Edgar Degas,1867,IMPRESSIONISM
241,IMPRESSIONISM_242.jpg,Rocks,Paul Cezanne,1867,IMPRESSIONISM
242,IMPRESSIONISM_243.jpg,Frederic Bazille Painting The Heron (Frederic Bazille at his Easel),Pierre-Auguste Renoir,1867,IMPRESSIONISM
243,IMPRESSIONISM_244.jpg,The Champs Elysees during the Paris Fair of 1867,Pierre-Auguste Renoir,1867,IMPRESSIONISM
244,IMPRESSIONISM_245.jpg,Le Havre. Basin of Eure.,Eugene Boudin,1867,IMPRESSIONISM
245,IMPRESSIONISM_246.jpg,Local Pilgrimmage at Landerneau,Eugene Boudin,1867,IMPRESSIONISM
246,IMPRESSIONISM_247.jpg,Low Tide at Trouville,Eugene Boudin,1867,IMPRESSIONISM
247,IMPRESSIONISM_248.jpg,On the Beach,Eugene Boudin,1867,IMPRESSIONISM
248,IMPRESSIONISM_249.jpg,The Beach,Eugene Boudin,1867,IMPRESSIONISM
249,IMPRESSIONISM_250.jpg,The Trouville Jetty,Eugene Boudin,1867,IMPRESSIONISM
250,IMPRESSIONISM_251.jpg,"Rosbras, Brittany",Berthe Morisot,1866-1867,IMPRESSIONISM
251,IMPRESSIONISM_252.jpg,Family Reunion,Frederic Bazille,1867,IMPRESSIONISM
252,IMPRESSIONISM_253.jpg,Landscape of Aigues-Mortes,Frederic Bazille,1867,IMPRESSIONISM
